Date,AA,BAC,BHI,CVX,DD,DOW,DPS,GS,HAL,HES,HON,HUN,JPM,KO,MMM,MPC,PEP,SLB,WFC,XOM,VV,return_AA,return_BAC,return_BHI,return_CVX,return_DD,return_DOW,return_DPS,return_GS,return_HAL,return_HES,return_HON,return_HUN,return_JPM,return_KO,return_MMM,return_MPC,return_PEP,return_SLB,return_WFC,return_XOM,response_VV
5-Dec-12,8.57,10.46,42,105.17,42.62,29.49,45.45,117.13,33.5,49.47,61.57,16.05,41.2,37.31,90.76,58.11,69.71,71.32,32.98,87.73,64.69,0.0176579,0.0540141,-0.0059347,0.0115719,0.00329025,0.00646371,0.0097281,0.0047067,0.0132213,0.0122027,0.0172009,0.0106484,0.0154094,0.00429762,0.00707654,-0.017908,-0.0021495,0.00140312,0.00730375,0.00617427,0.00263138
6-Dec-12,8.57,10.46,41.98,106.45,42.87,29.64,45.5,117.2,33.58,49.11,61.52,16.2,41.47,37.38,90.95,59.4,70.02,71.5,33.14,88,64.89,0,0,-0.0004763,0.0120973,0.00584865,0.00507358,0.00109951,0.000597448,0.00238521,-0.0073037,-0.00081241,0.0093024,0.00653202,0.00187441,0.00209125,0.0219565,0.00443714,0.00252066,0.00483969,0.0030729,0.0030869
7-Dec-12,8.5,10.64,42.26,106.99,43.18,30.3,45.51,116.57,33.78,49.69,61.97,16.44,42.56,37.71,91.51,60.7,70.26,71.83,33.23,88.6,65.13,-0.008202,0.017062,0.0066477,0.00505998,0.00720514,0.0220229,0.000219756,-0.0053899,0.00593826,0.011741,0.00728807,0.0147061,0.0259446,0.0087895,0.00613835,0.0216495,0.00342173,0.00460477,0.00271207,0.00679504,0.00369174
10-Dec-12,8.57,10.57,42.4,106.96,43.22,30.61,45.91,117.01,33.66,50.02,61.86,16.51,42.31,37.64,91.87,62.01,70.21,72,33.05,88.41,65.17,0.0082016,-0.0066007,0.00330735,-0.00028044,0.000925926,0.010179,0.0087509,0.00376745,-0.0035587,0.00661922,-0.0017766,0.00424887,-0.0058914,-0.001858,0.00392628,0.021352,-0.0007119,0.0023639,-0.0054315,-0.0021468,0.000613968
11-Dec-12,8.68,10.51,42.89,107.74,43.69,31.05,45.54,118.86,33.99,50.57,61.65,16.53,42.64,37.86,93.68,61.42,70.42,72.6,33.29,88.99,65.59,0.0127538,-0.0056926,0.0114903,0.00726598,0.0108159,0.0142721,-0.008092,0.0156869,0.0097562,0.0109356,-0.0034005,0.00121065,0.00776932,0.00582783,0.0195102,-0.00956,0.00298656,0.0082988,0.00723549,0.00653892,0.006424
12-Dec-12,8.65,10.61,42.92,108.08,44.3,31.15,45.18,118.09,34.05,52.02,61.1,16.36,42.77,37.64,93.12,61.52,70.24,72.79,33.5,89.45,65.58,-0.0034622,0.0094698,0.000699219,0.00315078,0.0138654,0.00321544,-0.007937,-0.0064993,0.00176367,0.0282697,-0.008961,-0.010338,0.00304414,-0.0058278,-0.0059957,0.00162681,-0.0025594,0.00261366,0.00628839,0.00515581,-0.00015247
13-Dec-12,8.59,10.54,42.18,107.91,43.98,31.03,44.43,118.5,33.51,51.84,61.74,16.32,42.78,37.6,92.5,61.77,70.21,72.56,33.26,88.58,65.23,-0.0069606,-0.0066194,-0.017392,-0.0015741,-0.0072497,-0.0038598,-0.01674,0.00346591,-0.015986,-0.0034662,0.0104202,-0.002448,0.000233781,-0.0010633,-0.0066803,0.00405548,-0.0004272,-0.0031648,-0.00719,-0.009774,-0.0053513
14-Dec-12,8.74,10.58,41.09,107.82,44.09,31.42,44.63,119.36,33.39,51.38,61.55,16.18,42.81,37.66,92.28,62.83,70.16,68.91,33.15,88.08,64.95,0.0173115,0.00378788,-0.026181,-0.00083438,0.00249801,0.0124902,0.00449136,0.00723118,-0.0035874,-0.008913,-0.0030822,-0.008615,0.000701017,0.00159447,-0.0023812,0.0170149,-0.0007124,-0.051613,-0.0033128,-0.0056606,-0.0043017
17-Dec-12,8.75,11,40.64,108.68,44.63,31.82,44.59,123.49,33.54,52.25,62.39,16.27,43.48,37.5,93.03,62.96,70.37,69.68,34.38,88.87,65.72,0.00114351,0.0389298,-0.011012,0.0079446,0.0121733,0.0126504,-0.00089666,0.034016,0.0044823,0.0167909,0.0135552,0.00554701,0.0155293,-0.0042576,0.0080946,0.00206694,0.00298869,0.011112,0.0364323,0.0089291,0.0117856
18-Dec-12,8.91,11.36,41.93,110.1,44.89,32.79,44.69,127.77,34.8,54.05,63.96,16.5,43.87,37.28,93.85,63,70.53,71.35,34.96,89.56,66.45,0.0181205,0.0322031,0.0312488,0.0129813,0.00580877,0.0300286,0.00224014,0.0340716,0.0368786,0.0338697,0.0248529,0.0140375,0.0089297,-0.0058839,0.0087757,0.000635122,0.00227112,0.023684,0.0167296,0.00773416,0.0110465
19-Dec-12,8.64,11.19,41.12,109.91,44.85,32.43,44.48,127.25,34.61,53.04,63.77,16.36,43.53,36.78,93.02,62.22,69.88,70.66,34.62,88.44,66.03,-0.030772,-0.015078,-0.019507,-0.0017272,-0.00089146,-0.01104,-0.0047101,-0.0040781,-0.0054747,-0.018863,-0.002975,-0.008521,-0.0077804,-0.013503,-0.008883,-0.012458,-0.009259,-0.009718,-0.009773,-0.012584,-0.0063406
20-Dec-12,8.7,11.52,41.2,110.38,45.33,32.49,44.82,129.72,35.13,53.46,64.29,16.3,44.53,37.05,94.13,62.26,70.11,71.1,35.06,88.89,66.34,0.00692044,0.0290641,0.00194364,0.00426711,0.0106455,0.00184843,0.00761482,0.0192246,0.0149128,0.0078874,0.0081212,-0.0036742,0.0227128,0.00731413,0.0118623,0.000642674,0.00328595,0.00620769,0.0126293,0.00507529,0.00468385
21-Dec-12,8.57,11.29,40.66,109.71,44.93,31.99,44.68,128.44,34.71,53.39,64.21,15.98,44,36.89,93.1,62.14,69.63,69.69,34.48,87.23,65.78,-0.015055,-0.020167,-0.013193,-0.0060884,-0.008863,-0.015509,-0.0031285,-0.009916,-0.012028,-0.0013102,-0.0012451,-0.019827,-0.011973,-0.0043278,-0.011003,-0.0019293,-0.0068699,-0.020031,-0.016681,-0.018851,-0.008477
24-Dec-12,8.62,11.25,40.32,108.63,44.84,32.18,44.7,127.54,34.52,52.64,63.67,15.97,43.92,36.73,93.19,62.37,69.43,69.28,34.42,86.92,65.17,0.00581735,-0.0035492,-0.008397,-0.009893,-0.0020051,0.00592179,0.000447527,-0.0070318,-0.005489,-0.014147,-0.008445,-0.00062598,-0.0018198,-0.0043467,0.000966236,0.00369449,-0.0028765,-0.0059006,-0.0017417,-0.0035602,-0.009317
26-Dec-12,8.73,11.54,40.14,108.46,45.09,32.42,44.28,127.16,34.71,52.32,63.81,15.81,43.96,36.42,93.07,61.66,68.84,69.1,34.33,87.07,64.83,0.0126803,0.0254511,-0.0044743,-0.0015662,0.00555989,0.00743037,-0.00944,-0.0029839,0.00548896,-0.0060976,0.00219642,-0.010069,0.000910332,-0.008476,-0.0012885,-0.011449,-0.008534,-0.0026015,-0.0026182,0.00172424,-0.0052308
27-Dec-12,8.62,11.47,40.07,108.52,45.07,32.12,44.21,126.67,34.6,52.45,63.74,15.85,43.63,36.42,92.64,62.02,68.67,69.17,34.18,86.86,64.73,-0.01268,-0.0060843,-0.0017454,0.000553046,-0.00044366,-0.009297,-0.0015821,-0.0038609,-0.0031741,0.00248163,-0.0010976,0.00252685,-0.0075351,0,-0.0046309,0.00582149,-0.0024725,0.00101251,-0.0043789,-0.0024148,-0.0015437
28-Dec-12,8.5,11.36,39.93,106.45,44.71,31.62,43.88,125.52,34.01,51.28,62.92,15.62,43.24,35.97,91.78,61.11,68.02,67.96,33.91,85.1,64.02,-0.014019,-0.009637,-0.0035,-0.019259,-0.00802,-0.015689,-0.0074924,-0.00912,-0.017199,-0.02256,-0.012948,-0.014617,-0.008979,-0.012433,-0.009327,-0.014781,-0.009511,-0.017648,-0.007931,-0.020471,-0.011029
31-Dec-12,8.68,11.61,40.85,108.14,44.98,32.33,44.18,127.56,34.69,52.96,63.47,15.9,43.97,36.25,92.85,63,68.43,69.3,34.18,86.55,65.16,0.0209554,0.0217684,0.0227789,0.0157513,0.00602076,0.0222058,0.00681356,0.0161217,0.0197969,0.0322361,0.0087033,0.017767,0.0167416,0.00775412,0.0115909,0.0304592,0.00600955,0.0195256,0.0079307,0.0168952,0.0176502
2-Jan-13,8.99,12.03,42.13,110.39,45.87,33.05,45.6,131.66,35.71,53.71,64.75,16.25,44.66,37.6,94.78,64.01,69.33,71.4,35.05,88.71,66.82,0.0350913,0.0355367,0.0308533,0.0205929,0.0195934,0.022026,0.0316355,0.031636,0.0289793,0.0140623,0.0199663,0.0217738,0.0155707,0.0365647,0.0205731,0.0159046,0.0130664,0.029853,0.0251349,0.0246503,0.0251567
3-Jan-13,9.07,11.96,42.55,109.92,45.29,33.15,45.42,130.94,36.31,54.2,65,16.78,44.57,37.6,94.67,62.22,69.36,70.92,34.76,88.55,66.71,0.0088594,-0.0058358,0.0099198,-0.0042667,-0.012725,0.00302115,-0.0039552,-0.0054836,0.0166624,0.0090817,0.00385357,0.0320948,-0.0020173,0,-0.0011613,-0.028363,0.00043262,-0.0067454,-0.008308,-0.0018053,-0.0016476
4-Jan-13,9.26,12.11,43.53,110.5,45.73,33.63,45.68,134.51,36.65,55.02,66.33,17.74,45.36,37.66,95.37,62.55,69.46,72.01,34.94,88.96,67.05,0.0207318,0.0124638,0.0227705,0.00526269,0.0096683,0.0143758,0.00570803,0.0268993,0.0093202,0.0150158,0.020255,0.0556343,0.0175697,0.00159447,0.0073669,0.00528975,0.00144071,0.0152525,0.005165,0.00461947,0.00508374
7-Jan-13,9.1,12.09,43.01,109.75,45.8,33.59,45.24,134.26,36.65,55.84,66.36,17.98,45.41,37.3,95.49,60.25,69.45,72.21,34.77,87.93,66.84,-0.01743,-0.0016529,-0.012018,-0.0068105,0.00152955,-0.0011901,-0.009679,-0.0018603,0,0.0147937,0.000452182,0.0134381,0.00110169,-0.009605,0.00125747,-0.037464,-0.00014398,0.00277354,-0.0048774,-0.011646,-0.0031369
8-Jan-13,9.1,11.98,42.36,109.26,46.05,33.1,45.38,133.05,36.19,55.41,65.74,18.1,45.5,37.04,95.5,61.55,69.66,72.51,34.71,88.48,66.67,0,-0.00914,-0.015228,-0.0044747,0.00544367,-0.014695,0.00308983,-0.009053,-0.012631,-0.0077304,-0.009387,0.00665191,0.00197998,-0.0069949,0.000104718,0.0213473,0.0030192,0.00414594,-0.0017271,0.00623549,-0.0025466
9-Jan-13,9.08,11.43,42.41,109.54,46.44,33.5,45.7,134.32,36.48,55.6,66.54,18.18,45.47,37.03,96.41,62.42,70.01,72.2,34.71,88.14,66.88,-0.0022002,-0.046997,0.00117966,0.00255942,0.0084334,0.0120122,0.00702682,0.0095,0.0079813,0.00342312,0.0120957,0.00441015,-0.00065956,-0.00027001,0.0094837,0.0140359,0.00501182,-0.0042844,0,-0.0038501,0.00314489
10-Jan-13,8.97,11.78,43.03,110.47,46.2,33.84,45.76,137.37,36.9,56.61,66.42,17.97,46.15,36.96,96.89,62.79,70.81,73.25,35.4,89.1,67.35,-0.012189,0.0301617,0.0145134,0.0084542,-0.0051814,0.0100981,0.00131205,0.022453,0.0114474,0.0180024,-0.0018051,-0.011618,0.0148442,-0.0018921,0.00496638,0.00591009,0.0113621,0.0144382,0.019684,0.0108329,0.00700293
11-Jan-13,8.94,11.63,43.01,111.73,46.15,33.86,45.08,137.13,36.62,56.25,66.31,17.73,46.14,36.91,96.28,61.99,70.88,73.75,35.1,89.61,67.38,-0.0033501,-0.012815,-0.0004649,0.0113413,-0.0010828,0.000590842,-0.014972,-0.0017486,-0.007617,-0.0063796,-0.0016575,-0.013446,-0.00021671,-0.0013537,-0.0063157,-0.012823,0.00098807,0.00680275,-0.008511,0.00570759,0.000445335
14-Jan-13,8.92,11.47,42.01,112.85,46.27,34.28,45.19,136.13,35.91,56.42,66.76,17.25,45.88,36.99,97.08,62.62,71.29,72.77,34.77,89.58,67.32,-0.0022396,-0.013853,-0.023525,0.0099743,0.00259684,0.0123277,0.00243713,-0.0073191,-0.019579,0.00301766,0.00676338,-0.027446,-0.005651,0.00216509,0.0082748,0.0101116,0.00576776,-0.013377,-0.009446,-0.00033484,-0.00089087
15-Jan-13,8.92,11.55,42.19,113.44,46.25,34.09,45.28,135.59,36.18,56.67,66.88,17.45,46.35,37.32,97.29,64.26,71.6,72.59,35.11,89.53,67.4,0,0.00695051,0.00427554,0.00521456,-0.00043234,-0.005558,0.00198961,-0.0039747,0.00749067,0.00442126,0.00179587,0.0115275,0.010192,0.0088818,0.00216083,0.0258526,0.00433901,-0.0024766,0.009731,-0.00055832,0.00118765
16-Jan-13,8.88,11.78,42.47,113.97,45.97,33.66,44.94,141.09,36.26,57.03,66.73,17.45,46.82,37.32,97.6,64.74,71.48,73.22,35.09,89.47,67.38,-0.0044944,0.0197177,0.00661472,0.00466119,-0.0060725,-0.012694,-0.0075372,0.0397624,0.00220873,0.00633247,-0.0022453,0,0.0100892,0,0.00318128,0.00744189,-0.0016774,0.0086414,-0.0005698,-0.00067039,-0.00029678
17-Jan-13,8.94,11.28,42.73,114.74,46.36,33.81,45.07,141.01,36.3,57.3,67.31,17.69,46.44,37.51,98.08,65.38,72.43,73.37,35.03,90.2,67.76,0.00673403,-0.043372,0.00610331,0.00673344,0.008448,0.00444643,0.00288857,-0.00056717,0.00110254,0.00472318,0.0086542,0.0136599,-0.008149,0.00507819,0.00490598,0.0098372,0.0132029,0.00204653,-0.0017114,0.0081261,0.00562381
18-Jan-13,9,11.14,44.3,115.24,46.99,33.8,45.3,144.45,37.5,57.66,67.81,17.56,46.46,37.7,98.74,65.2,72.48,76.5,34.93,90.8,67.96,0.00668899,-0.012489,0.0360834,0.00434821,0.0134978,-0.00029581,0.0050902,0.0241026,0.0325232,0.00626307,0.00740086,-0.0073759,0.000430571,0.00505253,0.00670666,-0.0027569,0.000690084,0.0417756,-0.0028588,0.00662986,0.00294725
22-Jan-13,9.2,11.35,44.85,115.91,47.82,33.95,45.2,145.95,37.93,58.87,68.4,17.82,46.54,37.13,99.33,67.11,72.2,78,35.04,90.92,68.31,0.0219789,0.0186755,0.0123389,0.00579712,0.0175091,0.00442805,-0.0022099,0.0103307,0.0114014,0.0207679,0.0086631,0.0146978,0.00172043,-0.015235,0.00595751,0.0288736,-0.0038706,0.0194181,0.00314421,0.00132071,0.00513687
23-Jan-13,9.15,11.42,45.21,115.01,47.5,34.08,44.28,145.56,37.79,57.83,68.27,18.18,46.23,37.13,99.49,67.58,71.81,78.17,34.95,90.7,68.41,-0.0054496,0.00614846,0.0079947,-0.0077949,-0.0067143,0.00382185,-0.020564,-0.0026757,-0.0036978,-0.017824,-0.0019024,0.0200007,-0.0066832,0,0.0016095,0.00697902,-0.0054163,0.00217712,-0.0025718,-0.0024226,0.00146284
24-Jan-13,9.04,11.53,44.92,115.5,48.07,34.43,44.54,144.96,37.81,58.44,68.24,18.15,46.37,37.11,99.67,68.65,72.23,78.02,35.16,91.35,68.45,-0.012095,0.0095861,-0.0064352,0.00425145,0.0119286,0.0102176,0.00585455,-0.0041305,0.000529101,0.0104929,-0.00043953,-0.0016515,0.00302376,-0.00053879,0.00180759,0.0157091,0.00583173,-0.0019207,0.0059906,0.00714093,0.000584539
25-Jan-13,9.03,11.62,45.61,116.2,48.33,34.58,44.56,144.46,39.72,58.9,68.33,18.12,47.16,37.05,100.59,68.67,72.49,79.51,35.14,91.73,68.88,-0.0011068,0.00777542,0.0152439,0.00604231,0.0053942,0.0043472,0.000448934,-0.0034552,0.0492812,0.0078405,0.00131801,-0.0016543,0.0168934,-0.0016181,0.0091881,0.00029129,0.00359315,0.0189176,-0.00056899,0.0041512,0.00626231
28-Jan-13,8.9,11.48,45.62,116.04,48.15,34.42,44.65,144.15,40.28,62.48,68.92,17.94,46.64,37.01,100.65,68.65,72.61,79.28,35.11,91.11,68.78,-0.014501,-0.012121,0.000219226,-0.0013779,-0.0037313,-0.0046377,0.00201771,-0.0021482,0.0140002,0.0590054,0.0085975,-0.009983,-0.011088,-0.0010802,0.000596303,-0.00029129,0.00165403,-0.0028969,-0.00085409,-0.0067819,-0.0014529
29-Jan-13,8.88,11.49,45.85,117.21,47.96,34.73,45.01,147.1,40.88,68.11,69.09,17.84,47.12,37.42,101.81,71.97,72.94,79.95,35.27,91.76,69.07,-0.0022497,0.000870701,0.00502898,0.0100322,-0.0039538,0.0089661,0.0080304,0.0202582,0.0147859,0.08627754,0.00246359,-0.0055897,0.010239,0.0110172,0.0114592,0.0472282,0.00453453,0.0084155,0.00454675,0.00710891,0.00420748
30-Jan-13,8.8,11.38,44.95,116.45,47.63,34.61,45.3,147.15,40.2,67.88,68.67,17.65,47.13,37.5,100.8,72.89,73.21,78.6,34.97,90.67,68.79,-0.00905,-0.00962,-0.019824,-0.0065052,-0.0069045,-0.0034612,0.00642235,0.000339847,-0.016774,-0.0033826,-0.0060976,-0.010707,0.000212202,0.00213561,-0.00997,0.0127021,0.00369484,-0.01703,-0.008542,-0.01195,-0.0040621
31-Jan-13,8.84,11.32,44.72,115.15,47.45,32.2,45.07,147.86,40.68,67.16,68.24,17.63,47.05,37.24,100.55,74.21,72.85,78.05,34.83,89.97,68.61,0.00453516,-0.0052864,-0.0051299,-0.011226,-0.0037863,-0.072176205,-0.0050902,0.00481341,0.0118696,-0.010664,-0.0062815,-0.0011338,-0.0016989,-0.0069575,-0.0024832,0.0179475,-0.0049295,-0.0070221,-0.0040115,-0.0077503,-0.0026201
1-Feb-13,9,11.71,45.03,116.5,47.98,32.59,45.24,149.9,41.08,68.21,69.15,18.08,47.85,37.54,101.56,76.21,72.67,79.7,35.13,90.04,69.27,0.0179377,0.0338721,0.00690811,0.0116556,0.0111077,0.012039,0.00376481,0.0137025,0.0097848,0.0155133,0.0132472,0.0252044,0.0168603,0.0080236,0.0099946,0.0265938,-0.0024739,0.0209199,0.0085764,0.000777735,0.0095736
4-Feb-13,8.86,11.48,44.37,115.2,47.44,32.13,45.42,147.52,40.86,67.49,68.56,17.9,47.68,37.35,100.77,76.8,72.45,79.45,34.76,89.15,68.54,-0.015678,-0.019837,-0.014765,-0.011222,-0.011319,-0.014215,0.00397089,-0.016005,-0.0053698,-0.010612,-0.008569,-0.010006,-0.0035591,-0.0050741,-0.0078091,0.00771195,-0.003032,-0.0031417,-0.010588,-0.009934,-0.010594
5-Feb-13,8.94,11.88,45.09,115.81,47.6,32.31,45.9,150.45,40.91,66.02,69.88,17.81,48.79,38.14,101.49,76.68,73.15,80.16,34.85,89.74,69.24,0.0089888,0.0342499,0.0160969,0.00528117,0.00336701,0.00558661,0.0105126,0.019667,0.00122294,-0.022022,0.0190702,-0.0050406,0.0230134,0.0209307,0.00711958,-0.0015637,0.0096155,0.0088967,0.00258584,0.00659626,0.0101612
6-Feb-13,8.96,11.93,45.22,115.91,47.44,32.53,46.04,151.12,40.31,66.65,69.92,17.85,48.61,38.31,102.69,77.79,72.77,78.73,34.97,89.79,69.29,0.00223464,0.00419992,0.00287897,0.000863111,-0.003367,0.00678596,0.00304547,0.00444342,-0.014775,0.0094973,0.000572246,0.00224341,-0.0036961,0.00444736,0.0117545,0.014372,-0.0052083,-0.018,0.00343741,0.00055701,0.000721865
7-Feb-13,8.9,11.84,44.84,115.02,47.29,32.2,45.98,150.26,40.83,66.57,70.37,18.73,48.23,38.91,102.22,79.02,72.81,78,34.66,88.25,69.18,-0.006719,-0.0075726,-0.008439,-0.007708,-0.0031669,-0.010196,-0.0013041,-0.0057071,0.0128175,-0.001201,0.0064153,0.048123,-0.007848,0.0155403,-0.0045874,0.0156881,0.000549526,-0.009315,-0.008904,-0.0173,-0.0015888
8-Feb-13,8.94,11.76,45.65,115.64,47.5,32.42,45.73,151.6,41.26,67.37,70.53,18.92,48.63,38.77,102.66,81.43,72.6,79.07,34.88,88.61,69.57,0.00448431,-0.0067797,0.017903,0.00537589,0.00443085,0.00680906,-0.005452,0.0088783,0.0104764,0.0119458,0.00227112,0.010093,0.0082594,-0.0036045,0.0042952,0.0300428,-0.0028884,0.0136247,0.00632731,0.00407102,0.00562164
11-Feb-13,8.87,11.86,45.4,115.64,47.76,32.48,45.42,152.24,40.87,66.74,70.09,19.07,48.66,38.61,102.62,81.69,72.36,77.93,35.26,88.28,69.52,-0.007861,0.0084675,-0.0054915,0,0.00545876,0.001849,-0.006802,0.00421275,-0.009497,-0.009395,-0.006258,0.0078969,0.000616713,-0.0041354,-0.00038971,0.00318784,-0.0033113,-0.014523,0.0108356,-0.0037311,-0.00071896
12-Feb-13,9.03,12.24,45.82,116.5,47.98,32.76,45.32,154.11,40.71,66.98,70.42,17.8,49.14,37.56,103.46,80.89,72.17,78.53,35.51,88.46,69.63,0.0178776,0.0315379,0.0092086,0.00740936,0.00459579,0.0085837,-0.0022041,0.0122084,-0.0039225,0.00358959,0.00469718,-0.068917962,0.009816,-0.027572,0.0081522,-0.009841,-0.0026292,0.00766973,0.00706517,0.00203689,0.00158103
13-Feb-13,9.1,12.17,46.13,115.53,47.58,33,42.69,154.52,40.84,67.96,70.18,17.53,48.68,37.21,102.86,81.67,71.5,78.63,35.13,88.67,69.7,0.00772205,-0.0057354,0.00674282,-0.008361,-0.008372,0.0072993,-0.059784,0.0026569,0.00318823,0.0145252,-0.0034139,-0.015285,-0.009405,-0.009362,-0.0058162,0.0095965,-0.009327,0.00127259,-0.010759,0.00237114,0.00100481
14-Feb-13,9.29,12.13,47.26,115.71,47.23,32.49,42.8,155.93,43.32,68.35,70.09,17.53,49.22,36.84,102.78,83.16,72.28,81.56,35.21,88.52,69.79,0.0206641,-0.0032922,0.0242008,0.00155682,-0.0073832,-0.015575,0.0025734,0.0090837,0.0589524,0.00572227,-0.0012832,0,0.0110318,-0.009993,-0.00077806,0.0180797,0.01085,0.0365856,0.00227467,-0.0016931,0.00129042
15-Feb-13,9.32,12.03,46.58,114.96,46.94,32.16,42.91,154.99,42.7,67.42,70.11,17.16,48.88,37.42,103.23,82.56,73.68,80.03,35.16,88.36,69.69,0.00322408,-0.008278,-0.014493,-0.0065028,-0.0061591,-0.010209,0.0025668,-0.0060466,-0.014416,-0.0137,0.000285307,-0.021333,-0.0069317,0.0156211,0.00436873,-0.0072412,0.0191839,-0.018937,-0.0014211,-0.0018091,-0.0014339
19-Feb-13,9.06,12.19,46.65,115.92,47.18,32.2,43,158.65,42.81,68.21,70.93,17.64,49.45,37.67,104.18,84.21,75.5,79.99,35.14,89.32,70.2,-0.028294,0.0132124,0.00150166,0.0083161,0.00509988,0.00124301,0.00209522,0.0233399,0.0025728,0.0116495,0.011628,0.027588,0.0115937,0.0066587,0.0091607,0.0197884,0.0244013,-0.00049994,-0.00056899,0.010806,0.00729148
20-Feb-13,8.76,11.8,46.08,114.99,46.54,31.64,42.47,155.18,41.62,66.01,70.35,16.83,48.61,37.73,103.15,80.23,75.42,78.53,35.1,88.97,69.31,-0.033673,-0.032516,-0.012294,-0.008055,-0.013658,-0.017544,-0.012402,-0.022115,-0.028191,-0.032785,-0.008211,-0.047006,-0.017133,0.00159151,-0.009936,-0.048416,-0.0010602,-0.018421,-0.001139,-0.0039262,-0.012759
21-Feb-13,8.66,11.42,45.56,114.99,46.52,30.84,42.57,150.88,40.77,64.4,69.8,16.41,48.25,37.71,102.72,80.59,75.36,77.43,35.46,88.59,68.88,-0.011481,-0.032733,-0.011349,0,-0.00042983,-0.02561,0.00235184,-0.028101,-0.020634,-0.024693,-0.007849,-0.025272,-0.0074334,-0.00053022,-0.0041774,0.00447706,-0.00079586,-0.014106,0.0102042,-0.0042802,-0.0062233
22-Feb-13,8.64,11.44,45.8,115.96,47.24,31.38,42.9,154.09,41.11,66.03,69.89,16.69,48.91,38.52,103.54,81.53,75.57,77.79,35.82,89.2,69.52,-0.0023121,0.00174978,0.00525395,0.0084001,0.0153587,0.0173582,0.00772205,0.021052,0.0083049,0.0249956,0.00128857,0.0169188,0.013586,0.0212523,0.0079512,0.0115965,0.00278275,0.00463859,0.0101011,0.00686206,0.0092486
25-Feb-13,8.42,11.03,44.25,113.54,46.43,30.64,42.72,147.65,39.85,63.74,68.95,16.28,47.7,37.72,101.75,79.28,75.19,75.83,34.79,87.7,68.24,-0.025793,-0.036497,-0.034429,-0.02109,-0.017295,-0.023864,-0.0042046,-0.042692,-0.031129,-0.035297,-0.013541,-0.024872,-0.02505,-0.020987,-0.017439,-0.027985,-0.0050411,-0.025519,-0.029176,-0.016959,-0.018584
26-Feb-13,8.41,11.13,44.46,114.96,46.97,30.89,42.79,148,40.49,64.61,69.12,16.69,47.6,38.11,102.31,80.55,75.62,76.33,34.75,88.51,68.68,-0.0011884,0.0090253,0.00473454,0.012429,0.0115633,0.0081262,0.00163724,0.00236767,0.0159326,0.0135569,0.00246252,0.0248724,-0.0020986,0.0102863,0.0054886,0.0158922,0.00570256,0.00657205,-0.0011504,0.0091936,0.00642713
27-Feb-13,8.54,11.3,45.22,116.65,47.51,31.81,43.2,151.65,41.27,65.68,70.35,16.85,49.28,38.45,103.57,82.74,75.48,77.9,35.13,89.53,69.56,0.0153395,0.0151586,0.0169496,0.0145938,0.0114311,0.0293482,0.0095361,0.024363,0.0190808,0.0164253,0.0176387,0.0095409,0.0346856,0.008882,0.0122403,0.0268251,-0.0018531,0.0203599,0.0108759,0.0114582,0.0127317
28-Feb-13,8.52,11.23,44.82,117.15,47.9,31.72,43.62,149.76,41.51,66.5,70.1,17.23,48.92,38.72,104,82.88,75.77,77.85,35.08,89.55,69.54,-0.0023447,-0.006214,-0.008885,0.00427717,0.0081753,-0.0028333,0.0096753,-0.012541,0.00579852,0.0124075,-0.00356,0.0223014,-0.007332,0.00699757,0.00414319,0.00169062,0.00383472,-0.00064205,-0.0014243,0.000223364,-0.00028756
1-Mar-13,8.44,11.34,44.39,116.9,48.09,31.81,43.78,150.53,40.63,66.54,70.05,17.46,48.91,38.7,103.77,85.01,75.93,77.64,35.39,89.43,69.69,-0.009434,0.0097475,-0.00964,-0.0021363,0.00395875,0.00283331,0.00366133,0.00512839,-0.021428,0.000601323,-0.00071352,0.0132605,-0.00020444,-0.00051666,-0.002214,0.0253751,0.00210943,-0.0027011,0.0087981,-0.0013409,0.00215471
4-Mar-13,8.35,11.41,43.54,117.49,48.31,31.92,43.82,152.18,39.96,68.84,69.7,18.39,49.1,38.82,103.28,89.79,76.6,76.5,35.85,88.95,70.03,-0.010721,0.00615387,-0.019334,0.00503436,0.00456432,0.00345207,0.000913242,0.0109016,-0.016628,0.0339817,-0.005009,0.0518945,0.00387716,0.00309598,-0.0047332,0.0547047,0.0087852,-0.014792,0.0129143,-0.0053818,0.00486689
5-Mar-13,8.35,11.55,44.19,117.93,48.68,32.2,44.28,152.96,41,69.82,70.68,18.73,49.49,38.68,104.45,88.75,76.9,76.95,35.88,89.61,70.66,0,0.0121953,0.0148185,0.003738,0.00762969,0.0087337,0.0104428,0.00511242,0.0256931,0.0141355,0.0139623,0.0183195,0.0079116,-0.0036129,0.0112647,-0.01165,0.0039088,0.00586512,0.00083647,0.00739251,0.0089559
6-Mar-13,8.57,11.92,44.42,118.47,48.74,32.71,44.18,154.13,40.8,69.49,71.27,18.98,50.03,39.02,104.66,88.54,76.8,77.16,36.05,89.56,70.77,0.0260062,0.0315322,0.0051913,0.00456854,0.00123178,0.0157144,-0.0022609,0.00761995,-0.00489,-0.0047376,0.0083128,0.0132593,0.0108522,0.0087517,0.00200851,-0.002369,-0.0013012,0.00272533,0.00472683,-0.00055813,0.00155554
