Date,AA,BAC,BHI,CVX,DD,DOW,DPS,GS,HAL,HES,HON,HUN,JPM,KO,MMM,MPC,PEP,SLB,WFC,XOM,VV,return_AA,return_BAC,return_BHI,return_CVX,return_DD,return_DOW,return_DPS,return_GS,return_HAL,return_HES,return_HON,return_HUN,return_JPM,return_KO,return_MMM,return_MPC,return_PEP,return_SLB,return_WFC,return_XOM,response_VV
7-Mar-13,8.64,12.26,45.24,118.56,48.68,32.5,43.85,156.62,41.41,69.04,72.17,19.02,50.63,39.12,104.54,88.28,77.14,77.82,36.42,88.71,70.93,0.0081349,0.0281243,0.0182918,0.000759398,-0.0012318,-0.0064408,-0.0074975,0.0160261,0.0148403,-0.0064968,0.012549,0.00210526,0.0119215,0.00255951,-0.0011472,-0.0029408,0.00441731,0.0085173,0.0102112,-0.009536,0.00225829
8-Mar-13,8.61,12.07,46.08,118.57,49.15,32.77,44,152.98,42.08,69.47,73.7,19.43,50.2,39.22,105.71,89.02,77.2,77.96,36.5,88.97,71.22,-0.0034783,-0.015619,0.0183974,0.000084342,0.0096086,0.0082734,0.00341492,-0.023515,0.0160502,0.00620896,0.0209784,0.0213272,-0.008529,0.00255298,0.0111297,0.0083475,0.000777504,0.00179741,0.00219419,0.00292661,0.0040802
11-Mar-13,8.67,12.15,45.84,118.73,49.33,32.99,44.14,153.3,42,69.89,73.86,19.35,50.48,39.31,105.81,87.89,76.85,77.78,37.13,89.16,71.48,0.00694447,0.00660613,-0.0052219,0.0013485,0.00365557,0.00669102,0.00317677,0.00208959,-0.001903,0.00602757,0.00216861,-0.0041258,0.00556219,0.00229212,0.000945537,-0.012775,-0.004544,-0.0023115,0.017113,0.00213327,0.00364401
12-Mar-13,8.62,12.01,46.29,118.25,49.71,33.24,44.39,151.85,41.96,70.38,73.59,19.31,50.28,38.96,105.13,88.99,76.89,77.44,36.66,89.16,71.3,-0.0057837,-0.01159,0.0097689,-0.004051,0.0076737,0.00754948,0.00564782,-0.009504,-0.00095283,0.00698655,-0.0036623,-0.0020693,-0.0039698,-0.008943,-0.0064474,0.012438,0.000520359,-0.0043809,-0.012739,0,-0.0025214
13-Mar-13,8.54,12.06,46.03,118.36,49.59,33.21,43.72,151.91,41.84,71.69,73.95,18.93,50.16,38.59,105.09,86.83,76.95,77.39,36.77,89.26,71.42,-0.009324,0.00415456,-0.0056326,0.0009298,-0.0024169,-0.00090293,-0.015209,0.000395049,-0.002864,0.0184421,0.00488004,-0.019875,-0.0023895,-0.009542,-0.00038055,-0.024572,0.000780031,-0.00064587,0.00299605,0.00112095,0.00168161
14-Mar-13,8.55,12.11,47.22,120,49.92,33.67,43.78,154.02,42.54,71.97,73.81,19.18,51,39.02,106.02,87.7,77.19,78.75,36.97,89.83,71.82,0.00117028,0.00413737,0.0255242,0.0137609,0.00663252,0.0137562,0.00137143,0.0137942,0.016592,0.0038981,-0.001895,0.0131201,0.0166077,0.0110812,0.0088106,0.0099697,0.00311405,0.0174207,0.00542448,0.00636554,0.00558505
15-Mar-13,8.63,12.57,47.96,119.68,49.9,33.81,44.07,154.84,41.9,72.51,73.46,19.04,50.02,38.83,106.4,87.93,77.04,79.4,38.2,89.37,71.69,0.0093132,0.0372815,0.0155498,-0.0026702,-0.00040072,0.00414938,0.00660219,0.00530986,-0.015159,0.00747512,-0.0047532,-0.007326,-0.019403,-0.0048812,0.00357782,0.00261914,-0.0019451,0.0082201,0.0327287,-0.0051339,-0.0018117
18-Mar-13,8.56,12.56,46.72,119.13,49.71,33.27,44.35,151.95,40.73,72.22,73.89,19.26,49.51,38.76,105.41,88.74,76.68,76.34,37.76,88.77,71.3,-0.008144,-0.00079586,-0.026195,-0.0046062,-0.0038149,-0.016101,0.00633343,-0.018841,-0.028321,-0.0040075,0.00583646,0.0114884,-0.010248,-0.0018044,-0.009348,0.0091697,-0.0046838,-0.039301,-0.011585,-0.0067363,-0.0054549
19-Mar-13,8.48,12.71,45.11,119.46,49.65,33.19,44.98,148.84,39.62,70,74.03,18.78,49.2,39.33,105.18,88.31,76.67,73.98,37.49,88.58,71.14,-0.00939,0.0118719,-0.035068,0.00276625,-0.0012077,-0.0024075,0.0141052,-0.02068,-0.027631,-0.031222,0.00189292,-0.025238,-0.006281,0.0145988,-0.0021843,-0.0048574,-0.00013042,-0.031402,-0.0071761,-0.0021427,-0.0022466
20-Mar-13,8.54,12.78,44.95,120.35,49.84,33.44,45.78,150.13,39.44,69.9,74.7,18.98,49.12,39.87,105.66,91.13,76.32,73.79,37.44,88.63,71.62,0.00705056,0.00549236,-0.0035532,0.00742258,0.00381948,0.00750416,0.0176294,0.0086297,-0.0045535,-0.0014296,0.0090097,0.0105933,-0.0016273,0.0136366,0.00455322,0.0314337,-0.0045755,-0.0025716,-0.0013346,0.000564302,0.0067246
21-Mar-13,8.45,12.57,44.67,120.34,49.36,32.48,45.6,145.38,39.47,69.27,74.59,18.68,48.35,40.07,104.94,89.06,76.15,73.44,37.14,88.17,71.04,-0.010595,-0.016568,-0.0062486,-0.00008309,-0.009677,-0.029128,-0.0039396,-0.032151,0.00076036,-0.009054,-0.0014736,-0.015932,-0.0158,0.00500376,-0.0068376,-0.022977,-0.0022299,-0.0047545,-0.008045,-0.0052036,-0.008131
22-Mar-13,8.45,12.56,45.25,121.18,49.27,32.78,46.42,146.6,39.16,70.27,75.19,18.68,48.78,40.04,106.42,90.91,78.64,74.37,37.2,89.29,71.25,0,-0.00079586,0.0129005,0.00695597,-0.001825,0.0091941,0.0178227,0.0083568,-0.007885,0.0143331,0.0080118,0,0.0088542,-0.00074897,0.0140048,0.0205597,0.0321754,0.0125839,0.00161421,0.0126227,0.00295172
25-Mar-13,8.42,12.4,44.89,120.18,49.11,32.29,46.36,146.11,39.65,70.44,74.86,18.49,48.52,40.12,105.17,90.19,77.83,73.86,37.21,89.02,71.01,-0.0035566,-0.012821,-0.007988,-0.008286,-0.0032527,-0.015061,-0.0012934,-0.003348,0.0124351,0.00241632,-0.0043985,-0.010223,-0.0053443,0.00199601,-0.011815,-0.007951,-0.010354,-0.0068812,0.000268781,-0.0030284,-0.0033741
26-Mar-13,8.42,12.28,45.68,120.98,48.97,32,46.7,146.54,40.13,71.11,75.48,18.61,48.64,40.69,106.07,90.93,78.92,74.42,37.3,90.13,71.54,0,-0.009725,0.0174455,0.00663462,-0.0028548,-0.009022,0.00730715,0.00293867,0.0120332,0.0094667,0.008248,0.00646903,0.00247015,0.0141074,0.0085212,0.0081714,0.0139077,0.00755331,0.00241578,0.012392,0.00743602
27-Mar-13,8.49,12.23,46.46,120.19,48.89,31.78,46.67,147.84,40.66,72.03,75.17,18.17,47.77,40.22,105.29,89.67,78.29,75.1,36.98,90.58,71.54,0.0082792,-0.00408,0.0169312,-0.0065514,-0.001635,-0.0068987,-0.0006426,0.0088322,0.0131206,0.0128547,-0.0041155,-0.023927,-0.018048,-0.011618,-0.0073808,-0.013954,-0.008015,0.0090958,-0.008616,0.00498037,0
28-Mar-13,8.52,12.18,46.41,118.82,49.16,31.84,46.95,147.15,40.41,71.61,75.35,18.59,47.46,40.44,106.31,89.6,79.11,74.89,36.99,90.11,71.74,0.00352734,-0.0040967,-0.0010768,-0.011464,0.00550741,0.0018862,0.00598165,-0.0046781,-0.0061675,-0.005848,0.00239171,0.0228519,-0.0065106,0.00545501,0.0096409,-0.00078094,0.0104194,-0.0028002,0.00027038,-0.0052023,0.00279174
1-Apr-13,8.39,12.15,45.73,119.61,49.01,31.37,46.67,146.04,39.93,73.54,74.33,18.15,47.83,40.45,105.65,89.83,79.1,74.02,36.93,90.77,71.5,-0.015376,-0.0024661,-0.01476,0.00662671,-0.0030559,-0.014871,-0.0059816,-0.0075719,-0.011949,0.0265947,-0.013629,-0.023953,0.00776581,0.000247249,-0.0062276,0.00256368,-0.00012641,-0.011685,-0.0016234,0.00729769,-0.003351
2-Apr-13,8.3,12.15,45.32,119,49.03,30.95,46.64,146.68,39.89,74.14,74.21,17.74,48.28,40.72,106.52,85.48,79.74,74.81,36.88,90.58,71.78,-0.010785,0,-0.009006,-0.005113,0.000407997,-0.013479,-0.00064302,0.00437279,-0.0010023,0.0081257,-0.0016157,-0.022849,0.0093643,0.00665273,0.008201,-0.049637,0.0080585,0.0106162,-0.0013548,-0.0020954,0.00390844
3-Apr-13,8.27,11.81,44.53,117.78,48.79,31,46.29,143.41,38.75,72.06,73.33,17.43,46.85,40.17,105.68,81.39,78.96,74.01,36.67,89.93,71.07,-0.003621,-0.028383,-0.017585,-0.010305,-0.004907,0.00161421,-0.0075326,-0.022546,-0.028995,-0.028456,-0.011929,-0.017629,-0.030066,-0.013599,-0.007917,-0.04903,-0.00983,-0.010751,-0.0057104,-0.0072018,-0.009941
4-Apr-13,8.22,11.94,44.6,118.07,49.04,31.43,46.5,142.99,38.54,71.79,73.75,18.2,47.49,40.54,105.82,82.62,79.53,73.94,37.42,89.77,71.38,-0.0060643,0.0109475,0.00157074,0.00245919,0.00511092,0.0137756,0.00452636,-0.002933,-0.0054341,-0.0037539,0.00571119,0.0432287,0.0135682,0.0091687,0.00132388,0.0149994,0.00719291,-0.00094627,0.0202463,-0.0017807,0.00435241
5-Apr-13,8.24,11.97,44.7,117.52,48.69,30.9,46.12,143.69,38.6,71.69,72.98,18.19,47.91,40.08,105.78,82.37,78.59,74.35,37.15,89.01,71.07,0.00243013,0.00250941,0.00223964,-0.0046691,-0.0071626,-0.017007,-0.008206,0.0048835,0.00155561,-0.0013939,-0.010496,-0.0005496,0.0088051,-0.011412,-0.00037807,-0.0030305,-0.01189,0.00552972,-0.0072415,-0.008502,-0.0043524
8-Apr-13,8.39,12.21,44.76,117.81,48.8,30.68,46.68,143.82,38.41,72.44,73.55,17.99,48.58,40.86,105.75,83.36,79.5,74.96,37.02,88.6,71.54,0.0180402,0.0198518,0.00134138,0.00246463,0.00225664,-0.0071452,0.0120691,0.000904316,-0.0049344,0.0104074,0.00778002,-0.011056,0.0138877,0.0192741,-0.00028365,0.0119473,0.0115126,0.008171,-0.0035055,-0.0046169,0.00659143
9-Apr-13,8.39,12.25,45.24,118.64,49.23,31.44,46.35,146.52,39.11,73.3,73.54,18.23,48.68,40.71,105.95,84.8,79.21,75.43,37.45,88.77,71.74,0,0.00327065,0.0106668,0.00702054,0.0087729,0.02447,-0.0070945,0.0185994,0.0180603,0.011802,-0.00013597,0.0132525,0.00205634,-0.0036778,0.00188947,0.017127,-0.0036545,0.00625044,0.0115484,0.0019169,0.00279174
10-Apr-13,8.31,12.32,46.57,119.64,49.74,31.83,46.98,149.46,40.39,72.92,74.41,18.1,49.25,41.07,107.69,84.34,80.06,76.99,37.57,88.68,72.64,-0.009581,0.00569802,0.0289749,0.0083935,0.0103062,0.0123283,0.0135007,0.0198669,0.032204,-0.0051977,0.0117609,-0.0071567,0.0116411,0.0088042,0.0162894,-0.0054393,0.0106738,0.0204705,0.00319915,-0.0010144,0.0124673
11-Apr-13,8.32,12.27,46.7,120.95,50.29,31.86,47.61,149.07,41.17,72.66,74.7,18.03,49.31,41.18,108.25,82.07,79.96,77.14,37.51,89.22,72.93,0.00120265,-0.0040667,0.00278761,0.01089,0.0109968,0.000942063,0.0133208,-0.0026128,0.0191276,-0.0035719,0.00388975,-0.0038749,0.00121753,0.00267477,0.00518664,-0.027284,-0.0012498,0.00194641,-0.0015983,0.00607084,0.00398434
12-Apr-13,8.22,12.17,46,119.94,49.82,31.75,47.64,149.12,40.86,71.39,74.25,17.7,49.01,41.08,107.68,80.29,79.99,75.66,37.21,88.99,72.73,-0.012092,-0.008183,-0.015103,-0.008386,-0.00939,-0.0034586,0.000629921,0.000335357,-0.0075582,-0.017633,-0.0060423,-0.018472,-0.0061025,-0.0024313,-0.0052795,-0.021927,0.000375117,-0.019372,-0.00803,-0.0025812,-0.0027461
15-Apr-13,8.04,11.98,44.21,116.57,48.78,30.18,46.73,146.46,38.66,67.97,72.2,17.36,47.93,40.09,105.76,77.52,78.92,71.89,36.57,86.49,71.06,-0.022141,-0.015735,-0.03969,-0.0285,-0.021096,-0.050713,-0.019286,-0.017999,-0.055346,-0.049091,-0.027998,-0.019396,-0.022283,-0.024394,-0.017991,-0.035109,-0.013467,-0.051112,-0.017349,-0.028495,-0.023229
16-Apr-13,8.1,12.28,45,117.01,49.6,30.27,47.52,144.1,39.69,68.79,73.18,17.48,48.49,42.37,106.15,78.87,80,73.29,37.06,86.61,72.04,0.00743498,0.0247333,0.0177115,0.00376745,0.0166704,0.00297767,0.0167643,-0.016245,0.0262938,0.011992,0.0134821,0.00688866,0.011616,0.0553136,0.00368081,0.017265,0.013592,0.019287,0.01331,0.00138648,0.0136969
17-Apr-13,7.96,11.7,44.03,114.81,49.15,30.3,46.93,140.6,37.69,66.91,71.89,17.25,46.79,42.55,105.48,76.61,78.85,70.97,36.56,86.08,71.03,-0.017435,-0.048383,-0.021791,-0.018981,-0.009114,0.00099059,-0.012494,-0.024589,-0.051704,-0.02771,-0.017785,-0.013245,-0.035688,0.00423929,-0.0063318,-0.029073,-0.014479,-0.032167,-0.013583,-0.0061382,-0.014119
18-Apr-13,8.03,11.44,44.6,115.59,48.59,30.18,47.11,138.6,37.71,67.02,71.47,17.25,46.64,42.1,104.98,76.99,81.25,71,36.27,86.62,70.56,0.0087555,-0.022473,0.0128626,0.00677086,-0.011459,-0.0039683,0.00382816,-0.014327,0.000530504,0.00164265,-0.0058594,0,-0.003211,-0.010632,-0.0047515,0.00494793,0.0299835,0.000422625,-0.007964,0.00625364,-0.0066389
19-Apr-13,8.08,11.66,43.58,115.9,49.19,30.55,48.07,138.72,37.21,66.78,74.18,17.55,47.23,42.66,105.71,78.75,82.77,69.95,36.69,87.45,71.23,0.00620734,0.0190482,-0.023136,0.0026783,0.0122726,0.0121852,0.020173,0.000865426,-0.013348,-0.0035874,0.0372168,0.0172418,0.0125707,0.013214,0.00692964,0.0226027,0.0185349,-0.014899,0.0115133,0.0095365,0.0094507
22-Apr-13,8.11,11.72,43.44,116.57,50.41,30.99,47.88,139.52,39.29,67.9,74.59,17.78,47.35,42.72,105.8,79.99,83.38,71.23,36.73,88.09,71.54,0.003706,0.0051326,-0.0032177,0.0057642,0.0244992,0.0142999,-0.0039604,0.00575045,0.0543925,0.0166324,0.00551188,0.0130203,0.00253754,0.00140548,0.000851024,0.0156233,0.0073428,0.0181334,0.00108962,0.00729182,0.00434266
23-Apr-13,8.12,12.07,43.21,117.48,52.49,31.66,47.78,142.94,39.69,68.21,74.76,18.46,48.17,42.7,107.39,81.55,84.1,71.94,37.13,89.3,72.28,0.00123229,0.0294263,-0.0053087,0.00777616,0.0404331,0.0213895,-0.0020907,0.024217,0.0101292,0.00455515,0.00227653,0.037532,0.0171696,-0.00046827,0.0149165,0.0193147,0.0085981,0.0099184,0.0108314,0.0136425,0.0102907
24-Apr-13,8.41,12.31,44.44,118.28,52.75,32.17,48.19,143.93,40.92,70.12,74.83,18.56,48.72,42.15,107.87,82.62,82.34,73.17,37.34,89.43,72.34,0.0350913,0.0196889,0.028068,0.00678659,0.0049411,0.0159803,0.0085444,0.00690211,0.0305197,0.0276169,0.000935892,0.0054025,0.0113532,-0.012964,0.00445973,0.0130355,-0.02115,0.0169531,0.00563987,0.00145471,0.000829761
25-Apr-13,8.39,12.44,44.25,118.51,53.29,33.97,48.12,144.76,40.75,71.16,74.53,19.04,49,42.35,104.88,81.62,82.82,73.44,37.64,88.07,72.65,-0.002381,0.0105051,-0.0042846,0.00194265,0.0101849,0.0544434,-0.0014536,0.00575013,-0.0041631,0.0147228,-0.0040171,0.0255333,0.00573067,0.00473374,-0.02811,-0.012177,0.00581256,0.00368325,0.0080022,-0.015324,0.00427616
26-Apr-13,8.27,12.42,44.13,120.04,52.9,33.42,48.08,144.11,40.57,70.99,73.9,18.6,48.88,42.1,103.79,81.35,82.51,73.34,37.88,88,72.51,-0.014406,-0.001609,-0.0027155,0.0128277,-0.0073454,-0.016323,-0.0008316,-0.0045003,-0.004427,-0.0023918,-0.008489,-0.02338,-0.002452,-0.0059207,-0.010447,-0.0033135,-0.0037501,-0.0013626,0.00635595,-0.00079514,-0.0019289
29-Apr-13,8.42,12.38,44.88,121.32,54.1,33.87,48.13,145.11,41.57,72.2,73.8,18.68,48.92,42.24,103.83,82.41,82.65,74.03,37.88,88.21,72.98,0.0179753,-0.0032258,0.0168524,0.0106067,0.0224308,0.0133751,0.00103939,0.00691518,0.0243499,0.016901,-0.0013541,0.00429185,0.000817996,0.0033199,0.000385319,0.012946,0.00169533,0.0093643,0,0.00238352,0.00646095
30-Apr-13,8.5,12.31,45.39,122.01,54.51,33.91,48.83,146.07,42.77,72.18,73.54,18.86,49.01,42.33,104.71,78.36,82.47,74.43,37.98,88.99,73.17,0.0094563,-0.0056703,0.0112996,0.00567133,0.00754999,0.00118029,0.0144392,0.00659388,0.0284582,-0.00027705,-0.0035293,0.0095898,0.00183805,0.00212842,0.0084397,-0.050393,-0.0021802,0.00538867,0.00263644,0.0088037,0.00260007
1-May-13,8.43,12.14,44.49,120.27,53.37,33.15,48.06,142.61,42.08,70.71,72.53,18.25,48.01,42.21,104.55,73.47,82.21,73.79,37.46,87.51,72.51,-0.008269,-0.013906,-0.020027,-0.014364,-0.021135,-0.022667,-0.015895,-0.023972,-0.016264,-0.020576,-0.013829,-0.032878,-0.020615,-0.0028389,-0.0015292,-0.064436433,-0.0031576,-0.008636,-0.013786,-0.016771,-0.009061
2-May-13,8.46,12.19,45.18,122.04,53.51,33.12,48.68,143.67,42.4,72.21,73.97,18.43,48.08,41.96,106.04,75.8,82.56,74.25,37.41,88.63,73.22,0.0035524,0.00411016,0.0153901,0.0146096,0.00261976,-0.00090539,0.012818,0.00740537,0.00757579,0.0209915,0.0196593,0.0098147,0.00145697,-0.0059404,0.014151,0.0312211,0.00424835,0.00621456,-0.0013356,0.0127173,0.0097441
3-May-13,8.62,12.24,46.58,123.49,53.94,33.96,49.2,145.37,42.55,73,75.24,18.65,47.57,42.24,107.83,78.1,82.83,75.72,37.74,90.02,73.94,0.0187359,0.00409333,0.0305168,0.0118113,0.0080038,0.025046,0.0106254,0.0117632,0.00353149,0.0108809,0.0170234,0.0118664,-0.010664,0.00665086,0.0167395,0.0298918,0.00326501,0.0196045,0.0087825,0.0155615,0.0097853
6-May-13,8.69,12.88,46.92,123.25,53.89,34.01,49.32,148.45,43.06,72.46,76.08,18.85,48.18,42.08,107.84,80.34,82.5,76.16,37.9,90.58,74.12,0.0080879,0.0509664,0.00727276,-0.0019454,-0.00092739,0.00147124,0.00243605,0.020966,0.0119146,-0.0074248,0.0111024,0.0106668,0.0127417,-0.0037951,0.000092734,0.0282776,-0.003992,0.00579406,0.00423057,0.00620157,0.00243145
7-May-13,8.64,12.9,46.92,123.04,54.65,34.54,49.49,149.32,43.42,72.26,76.9,18.9,49.14,42.7,108.01,81.44,83.34,76.89,38.4,91.15,74.47,-0.0057704,0.00155159,0,-0.0017053,0.0140043,0.0154635,0.00344095,0.00584345,0.0083257,-0.002764,0.0107205,0.00264901,0.0197294,0.0146264,0.00157517,0.0135989,0.0101303,0.0095394,0.0131063,0.00627306,0.00471096
8-May-13,8.87,13.02,47.16,123.36,54.7,34.51,49.4,150.26,43.7,71.89,77.48,19.11,49.76,42.46,108.2,78.61,83.25,77.59,38.45,91.7,74.85,0.0262722,0.0092593,0.00510205,0.0025974,0.000914495,-0.00086894,-0.0018202,0.00627547,0.00642794,-0.0051336,0.00751396,0.0110498,0.0125381,-0.0056365,0.00175755,-0.035368,-0.0010805,0.0090627,0.00130124,0.00601588,0.00508975
9-May-13,8.79,12.91,46.93,123.64,55.38,34.92,48.62,148.54,43.56,70.96,77.78,19.04,49.04,42.12,109.92,78.47,82.85,77.25,37.89,91.03,74.57,-0.00906,-0.008484,-0.0048889,0.00226721,0.0123548,0.0118106,-0.015915,-0.011513,-0.0032088,-0.013021,0.00386449,-0.0036697,-0.014575,-0.00804,0.0157715,-0.0017825,-0.0048164,-0.0043916,-0.014671,-0.0073333,-0.0037478
10-May-13,8.7,13.02,46.84,123.23,55.46,34.46,49,149.1,43.39,69.3,77.74,18.77,48.96,42.15,110.48,77.38,83,76.82,38.03,90.14,74.89,-0.010292,0.0084844,-0.0019196,-0.0033216,0.00144352,-0.01326,0.00778533,0.00376294,-0.0039103,-0.023671,-0.0005144,-0.014282,-0.0016327,0.000711997,0.00508168,-0.013988,0.00180886,-0.0055819,0.0036881,-0.009825,0.00428209
13-May-13,8.53,12.98,46.64,122.85,54.45,34.35,48.92,149.63,43.56,69.39,77.86,18.45,49.67,42.19,110.5,76.45,83.03,77.04,38.2,90.1,74.91,-0.019734,-0.0030769,-0.004279,-0.0030884,-0.018379,-0.0031972,-0.001634,0.00354836,0.0039103,0.00129786,0.00154242,-0.017195,0.0143975,0.000948542,0.000181012,-0.012091,0.00036138,0.00285974,0.00446019,-0.00044385,0.000267023
14-May-13,8.56,13.34,46.58,125,55.16,34.93,49.3,154.52,44.2,72.22,79.16,18.76,50.23,42.52,110.59,77.85,83.5,76.86,38.76,91.11,75.67,0.00351083,0.0273573,-0.0012873,0.0173496,0.0129552,0.016744,0.00773777,0.032158,0.0145855,0.0399743,0.0165588,0.0166626,0.0112113,0.00779133,0.000814148,0.018147,0.00564464,-0.0023392,0.0145533,0.0111474,0.0100944
15-May-13,8.5,13.44,46.01,123.01,55.55,35.34,50.36,155.61,44.13,70.6,79.89,19.29,51.09,42.92,111.5,79.38,84.25,75.68,39.3,91.24,76.07,-0.007034,0.00746829,-0.012313,-0.016048,0.00704546,0.0116694,0.0212731,0.00702934,-0.001585,-0.022687,0.0091796,0.0278599,0.0169763,0.0093634,0.0081949,0.0194625,0.0089419,-0.015472,0.0138357,0.00142583,0.00527219
16-May-13,8.5,13.36,46.25,122.76,55.49,35.1,49.59,154.47,43.85,69.11,78.73,18.99,50.97,43.09,111.07,78.52,83.74,75.27,39.26,90.7,75.72,0,-0.0059702,0.0052027,-0.0020344,-0.0010807,-0.0068143,-0.015408,-0.007353,-0.0063651,-0.021331,-0.014626,-0.015674,-0.0023516,0.00395303,-0.003864,-0.010893,-0.0060718,-0.0054323,-0.0010183,-0.005936,-0.0046116
17-May-13,8.61,13.43,47.53,123.42,55.89,35.82,49.25,158.18,45.25,69.68,80.75,19.49,52.3,42.97,111.39,82.68,83.8,75.74,39.88,91.76,76.44,0.0128582,0.00522584,0.0272996,0.00536194,0.00718265,0.0203053,-0.0068798,0.0237337,0.031428,0.0082139,0.0253337,0.025989,0.0257591,-0.0027888,0.00287692,0.0516244,0.000716247,0.00622477,0.0156688,0.0116191,0.0094638
20-May-13,8.76,13.51,48.22,124.78,55.93,35.61,48.77,158.9,45.55,69.72,80.53,19.79,52.29,42.38,111.72,84.6,82.59,77.42,40.2,92.52,76.43,0.0172716,0.00593914,0.0144128,0.010959,0.000715436,-0.0058799,-0.009794,0.00454145,0.00660795,0.000573888,-0.0027282,0.0152752,-0.00019122,-0.013826,0.00295818,0.0229565,-0.014544,0.0219387,0.0079921,0.0082484,-0.00013083
21-May-13,8.76,13.44,47.89,125.94,56.38,35.78,48.28,160.73,44.83,69.61,80.15,19.71,53.02,42.34,112.01,82.88,82.63,77.08,40.68,92.8,76.52,0,-0.0051948,-0.0068672,0.0092534,0.0080136,0.00476258,-0.010098,0.0114509,-0.015933,-0.001579,-0.0047299,-0.0040506,0.0138641,-0.00094429,0.00259241,-0.02054,0.000484203,-0.0044013,0.0118696,0.0030218,0.00117686
22-May-13,8.69,13.31,47.4,124.93,55.57,35.12,48.26,159.34,44.02,68.58,79.59,19.31,53.63,42.25,110.79,82.45,82.97,75.58,40.1,92.19,75.86,-0.008023,-0.00972,-0.010284,-0.008052,-0.014471,-0.018618,-0.00041434,-0.008686,-0.018233,-0.014907,-0.0070114,-0.020503,0.0114394,-0.0021279,-0.010952,-0.0052017,0.00410629,-0.019652,-0.01436,-0.006595,-0.008663
23-May-13,8.54,13.21,47.07,125.4,55.35,35.1,47.63,157.41,43.52,68.04,79.24,19.2,53.35,41.93,110.41,82.36,82.12,75.38,40.01,91.79,75.67,-0.017412,-0.0075415,-0.0069864,0.00375505,-0.0039668,-0.00056964,-0.01314,-0.012186,-0.011423,-0.007905,-0.0044072,-0.0057128,-0.0052346,-0.0076028,-0.0034358,-0.0010922,-0.010298,-0.0026497,-0.0022469,-0.0043483,-0.0025078
24-May-13,8.48,13.24,47.17,125.45,55.35,35.08,48.09,158.72,43.02,67.48,79.29,19.08,53.66,42.24,110.27,82.06,82.58,74.66,40.24,91.53,75.6,-0.0070506,0.00226843,0.00212224,0.000398645,0,-0.00056996,0.0096114,0.0082878,-0.011555,-0.008265,0.000630795,-0.0062696,0.00579387,0.00736608,-0.0012688,-0.0036492,0.00558593,-0.009598,0.0057321,-0.0028366,-0.0009255
28-May-13,8.59,13.35,47.65,126.43,55.89,35.04,48.58,160.7,43.37,68.52,79.77,19.07,54.6,42.55,111.59,83.75,82.43,75.4,40.52,92.38,76.11,0.0128883,0.0082738,0.0101245,0.00778152,0.0097088,-0.0011409,0.0101377,0.0123976,0.0081028,0.0152944,0.00603548,-0.00052425,0.017366,0.00731222,0.0118995,0.0203855,-0.0018181,0.0098628,0.00693415,0.0092437,0.00672338
29-May-13,8.58,13.48,47.41,125.49,56.02,34.94,47.46,162.87,43.57,68.57,78.8,19.1,54.67,41.4,111.13,83.71,81.12,74.98,40.75,92.08,75.57,-0.0011648,0.0096907,-0.0050495,-0.0074627,0.0023233,-0.002858,-0.023325,0.0134131,0.00460088,0.000729448,-0.012234,0.00157192,0.00128123,-0.027399,-0.0041308,-0.00047773,-0.01602,-0.0055859,0.00566016,-0.0032527,-0.0071203
30-May-13,8.49,13.83,46.5,125.11,56.3,34.8,46.96,164.35,42.63,68.74,79.44,19.21,55.62,40.77,111.42,83.54,81.22,74.81,41.25,92.09,75.88,-0.010545,0.025633,-0.019381,-0.0030327,0.00498577,-0.0040149,-0.010591,0.009046,-0.021811,0.00247615,0.008089,0.00574264,0.0172277,-0.015334,0.00260616,-0.0020329,0.00123198,-0.0022698,0.0121953,0.000108595,0.00409377
31-May-13,8.5,13.66,45.48,122.75,55.79,34.46,45.98,162.08,41.85,67.41,78.46,19.45,54.59,39.99,110.27,82.5,80.77,73.03,40.55,90.47,74.78,0.00117716,-0.012368,-0.02218,-0.019044,-0.0091,-0.009818,-0.02109,-0.013908,-0.018466,-0.019538,-0.012413,0.0124161,-0.018692,-0.019317,-0.010375,-0.012527,-0.0055559,-0.024081,-0.017115,-0.017748,-0.014603
3-Jun-13,8.52,13.55,45.74,124.09,56.13,34.34,47.02,163.56,42.39,68.79,78.85,19.14,54.49,40.81,110.61,82.02,81.4,73.25,40.73,91.46,75.14,0.00235018,-0.008085,0.00570052,0.0108573,0.00607579,-0.0034884,0.0223665,0.0090899,0.0128207,0.020265,0.00495837,-0.016067,-0.0018335,0.0202977,0.0030786,-0.0058352,0.00776966,0.00300793,0.00442914,0.0108834,0.00480257
4-Jun-13,8.38,13.36,45.42,122.96,55.79,34.62,46.91,161.68,41.99,68.25,77.74,18.6,54.04,41.42,110.02,80.63,81.63,72.85,40.44,90.79,74.77,-0.016568,-0.014121,-0.0070207,-0.009148,-0.0060758,0.0081207,-0.0023422,-0.011561,-0.009481,-0.007881,-0.014177,-0.028619,-0.008293,0.0148367,-0.0053483,-0.017092,0.00282157,-0.0054757,-0.0071455,-0.0073526,-0.0049363
